Name,SIC,BVD,Industry,Year,OM,RG
ACCENT MICROCELL LIMITED,2869.0,IN511568FI,Manufacturing,2020,0.07855597581592609,0.059464899669533944
ACCENT MICROCELL LIMITED,2869.0,IN511568FI,Manufacturing,2021,0.07555430635306068,0.20349937017549702
ACCENT MICROCELL LIMITED,2869.0,IN511568FI,Manufacturing,2022,-0.052903513842342056,0.07990383831282188
ACCENT MICROCELL LIMITED,2869.0,IN511568FI,Manufacturing,2023,0.14723662308610727,0.1978071750536574
ACCENTURE OPERATIONS SERVICES PRIVATE LIMITED,7389.0,IN0002026901,Services,2017,0.19057123691471603,0.18048507782620238
ACCENTURE OPERATIONS SERVICES PRIVATE LIMITED,7389.0,IN0002026901,Services,2018,0.15967494427838863,0.5270400638703634
ACCENTURE OPERATIONS SERVICES PRIVATE LIMITED,7389.0,IN0002026901,Services,2019,0.17750170175676866,0.7101010058708301
ACCENTURE OPERATIONS SERVICES PRIVATE LIMITED,7389.0,IN0002026901,Services,2020,0.15327703216886318,0.12384214940336769
ACCENTURE OPERATIONS SERVICES PRIVATE LIMITED,7389.0,IN0002026901,Services,2021,0.19855492455617083,-0.07024770988846174
ACCENTURE OPERATIONS SERVICES PRIVATE LIMITED,7389.0,IN0002026901,Services,2022,0.22517218644820092,-0.026163823588711277
ACCENTURE OPERATIONS SERVICES PRIVATE LIMITED,7389.0,IN0002026901,Services,2023,0.231406579246334,-0.28293015198061444
ACHAL JEWELS PRIVATE LIMITED,3911.0,IN0008632021,Manufacturing,2017,0.07844475393956124,0.2144878446163354
ACHAL JEWELS PRIVATE LIMITED,3911.0,IN0008632021,Manufacturing,2018,0.07354312962206963,0.22762155738176815
ACHAL JEWELS PRIVATE LIMITED,3911.0,IN0008632021,Manufacturing,2019,0.07710145054144617,0.12373805666983984
ACHAL JEWELS PRIVATE LIMITED,3911.0,IN0008632021,Manufacturing,2020,0.08276370865522363,-0.28215461143553955
ACHAL JEWELS PRIVATE LIMITED,3911.0,IN0008632021,Manufacturing,2021,0.08161532882099719,1.5940018505733757
ACHAL JEWELS PRIVATE LIMITED,3911.0,IN0008632021,Manufacturing,2022,0.07534979659061969,0.5523927708826211
ACHAL JEWELS PRIVATE LIMITED,3911.0,IN0008632021,Manufacturing,2023,0.08202108860144038,-0.1508587355883505
ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,IN0000453807,Wholesale Trade,2017,0.07394164166509562,5.726399018277902
ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,IN0000453807,Wholesale Trade,2018,0.06293452575087705,0.09342053008841344
ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,IN0000453807,Wholesale Trade,2019,0.054934243480974046,0.08627697026124759
ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,IN0000453807,Wholesale Trade,2020,0.024262329758162157,0.8902007655421453
ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,IN0000453807,Wholesale Trade,2021,0.03008249791937701,-0.7132580006177103
ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,IN0000453807,Wholesale Trade,2022,-0.060699486159456396,-0.3964126603441325
ACUMEN OVERSEAS PRIVATE LIMITED,5085.0,IN0000453807,Wholesale Trade,2023,0.07198844150443479,0.6076089258476476
ADANI ENERGY SOLUTIONS LIMITED,4931.0,IN114777FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2017,0.5697604881460382,0.36722597715469196
ADANI ENERGY SOLUTIONS LIMITED,4931.0,IN114777FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2018,0.26579310700607917,0.7551682119506766
ADANI ENERGY SOLUTIONS LIMITED,4931.0,IN114777FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2019,0.2947173867977099,0.4240988064614555
ADANI ENERGY SOLUTIONS LIMITED,4931.0,IN114777FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2020,0.3080400055906674,-0.05648027133005373
ADANI ENERGY SOLUTIONS LIMITED,4931.0,IN114777FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2021,0.29577764957297026,0.10740859549188486
ADANI ENERGY SOLUTIONS LIMITED,4931.0,IN114777FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2022,0.2764682481522576,0.0998337668439846
ADANI ENERGY SOLUTIONS LIMITED,4931.0,IN114777FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2023,0.23800592026667633,0.14297548076845845
ADANI TOTAL GAS LIMITED,4923.0,IN116360FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2017,0.22325520587444855,0.2544887667227673
ADANI TOTAL GAS LIMITED,4923.0,IN116360FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2018,0.22703995726743825,0.17632367578143815
ADANI TOTAL GAS LIMITED,4923.0,IN116360FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2019,0.2915879092501589,0.000558709338816854
ADANI TOTAL GAS LIMITED,4923.0,IN116360FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2020,0.3831088276943596,-0.06679687919686594
ADANI TOTAL GAS LIMITED,4923.0,IN116360FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2021,0.2301620110632099,0.729357730990775
ADANI TOTAL GAS LIMITED,4923.0,IN116360FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2022,0.17423618353045353,0.325688563173147
ADANI TOTAL GAS LIMITED,4923.0,IN116360FI,"Transportation, Communications, Electric, Gas, and Sanitary Services",2023,0.21473146873705407,0.010360256975535442
ADS SPIRITS PRIVATE LIMITED,2519.0,IN0009420721,Manufacturing,2017,0.06448725603326864,0.4304050488790865
ADS SPIRITS PRIVATE LIMITED,2519.0,IN0009420721,Manufacturing,2018,0.07209324818993021,0.28917024112838763
ADS SPIRITS PRIVATE LIMITED,2519.0,IN0009420721,Manufacturing,2019,0.09615264651372774,0.045176093639453185
ADS SPIRITS PRIVATE LIMITED,2519.0,IN0009420721,Manufacturing,2020,0.10778529278326683,0.23691016357209227
ADS SPIRITS PRIVATE LIMITED,2519.0,IN0009420721,Manufacturing,2021,0.1135967098428221,-0.10319942941269333
ADS SPIRITS PRIVATE LIMITED,2519.0,IN0009420721,Manufacturing,2022,0.08894833095836484,0.18939628017747934
ADS SPIRITS PRIVATE LIMITED,2519.0,IN0009420721,Manufacturing,2023,0.06647470984796816,0.30695782218554624
ADVENT CHEMBIO PRIVATE LIMITED,2834.0,IN0013820192,Manufacturing,2017,0.14292131800526245,0.19634303921033558
ADVENT CHEMBIO PRIVATE LIMITED,2834.0,IN0013820192,Manufacturing,2018,0.12276053928917242,0.144520609886438
ADVENT CHEMBIO PRIVATE LIMITED,2834.0,IN0013820192,Manufacturing,2019,0.13756064867327242,0.25282881997923834
ADVENT CHEMBIO PRIVATE LIMITED,2834.0,IN0013820192,Manufacturing,2020,0.18723784016246087,0.7130599176673837
ADVENT CHEMBIO PRIVATE LIMITED,2834.0,IN0013820192,Manufacturing,2021,0.1972587720851435,0.4752594181853067
ADVENT CHEMBIO PRIVATE LIMITED,2834.0,IN0013820192,Manufacturing,2022,0.2012589200946104,0.10341992127266209
ADVENT CHEMBIO PRIVATE LIMITED,2834.0,IN0013820192,Manufacturing,2023,0.18958701817560958,-0.09133590476198683
AET LABORATORIES PRIVATE LIMITED,2833.0,IN0000512835,Manufacturing,2017,0.060623656476637235,0.4877353112494214
AET LABORATORIES PRIVATE LIMITED,2833.0,IN0000512835,Manufacturing,2018,0.13584812628037768,0.369202947023181
AET LABORATORIES PRIVATE LIMITED,2833.0,IN0000512835,Manufacturing,2019,0.15614898925828125,0.8795830640658557
AET LABORATORIES PRIVATE LIMITED,2833.0,IN0000512835,Manufacturing,2020,0.14911915188805103,0.4834458245255253
AET LABORATORIES PRIVATE LIMITED,2833.0,IN0000512835,Manufacturing,2021,0.1793197520792422,0.4012621296107435
AET LABORATORIES PRIVATE LIMITED,2833.0,IN0000512835,Manufacturing,2022,0.1581863366143652,-0.1461902856094518
AET LABORATORIES PRIVATE LIMITED,2833.0,IN0000512835,Manufacturing,2023,0.1625564090670161,0.02658396363486837
AGAPPE DIAGNOSTICS LIMITED,3844.0,IN0000401808,Manufacturing,2017,0.11290462230804378,0.21607008719872756
AGAPPE DIAGNOSTICS LIMITED,3844.0,IN0000401808,Manufacturing,2018,0.11959960276136881,0.16732838870959044
AGAPPE DIAGNOSTICS LIMITED,3844.0,IN0000401808,Manufacturing,2019,0.07841821169174897,-0.009450670998642496
AGAPPE DIAGNOSTICS LIMITED,3844.0,IN0000401808,Manufacturing,2020,0.2409911173228421,0.379375274711258
AGAPPE DIAGNOSTICS LIMITED,3844.0,IN0000401808,Manufacturing,2021,0.2888950053130163,0.5593417477774247
AGAPPE DIAGNOSTICS LIMITED,3844.0,IN0000401808,Manufacturing,2022,0.08519486752684442,-0.18519280315515674
AGAPPE DIAGNOSTICS LIMITED,3844.0,IN0000401808,Manufacturing,2023,0.06166628160755829,0.12236409336285758
AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,IN34699FI,Wholesale Trade,2017,0.05598674087072587,0.37449430762566416
AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,IN34699FI,Wholesale Trade,2018,0.05543115764488909,0.20623799077889315
AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,IN34699FI,Wholesale Trade,2019,0.05062800127133583,0.358733621502467
AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,IN34699FI,Wholesale Trade,2020,0.06781243724442564,0.17785979871625113
AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,IN34699FI,Wholesale Trade,2021,0.06202924668022771,0.7133601815219528
AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,IN34699FI,Wholesale Trade,2022,0.05729596206443607,0.16261489673322505
AGARWAL INDUSTRIAL CORPORATION LTD,5171.0,IN34699FI,Wholesale Trade,2023,0.06764954798185448,0.039794569423914794
AIRAN LIMITED,7299.0,IN117593FI,Services,2017,0.15103893181306738,0.22275726999165069
AIRAN LIMITED,7299.0,IN117593FI,Services,2018,0.15544241877219875,0.2504032775327609
AIRAN LIMITED,7299.0,IN117593FI,Services,2019,0.1198864324913872,0.06781656615048615
AIRAN LIMITED,7299.0,IN117593FI,Services,2020,0.09455794911638,0.17919838573534097
AIRAN LIMITED,7299.0,IN117593FI,Services,2021,0.0783976949729724,0.27589029044669844
AIRAN LIMITED,7299.0,IN117593FI,Services,2022,0.11936923772637642,0.028900169142922483
AIRAN LIMITED,7299.0,IN117593FI,Services,2023,0.13933336741475313,0.06812395433516993
ALANKIT LTD,6099.0,IN31638FI,"Finance, Insurance, and Real Estate",2017,0.24327249218956948,0.2341927220981157
ALANKIT LTD,6099.0,IN31638FI,"Finance, Insurance, and Real Estate",2018,0.1306701648877766,0.16905164085094992
ALANKIT LTD,6099.0,IN31638FI,"Finance, Insurance, and Real Estate",2019,0.13200587082912835,0.10939921369654138
ALANKIT LTD,6099.0,IN31638FI,"Finance, Insurance, and Real Estate",2020,0.13212638394369686,-0.2525212885182917
ALANKIT LTD,6099.0,IN31638FI,"Finance, Insurance, and Real Estate",2021,0.038891712294693,0.09610579985264289
ALANKIT LTD,6099.0,IN31638FI,"Finance, Insurance, and Real Estate",2022,-1.3905585554853441,-0.08837002699224028
ALANKIT LTD,6099.0,IN31638FI,"Finance, Insurance, and Real Estate",2023,0.0708303089488185,0.8053276159578524
ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,IN0000737001,Manufacturing,2017,0.11156300230254752,0.24876010435531382
ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,IN0000737001,Manufacturing,2018,0.0839349445122967,0.25304263094975643
ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,IN0000737001,Manufacturing,2019,0.08764613552199654,0.037285158084656045
ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,IN0000737001,Manufacturing,2020,0.08016015936271177,-0.03518885388648607
ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,IN0000737001,Manufacturing,2021,0.09240813685202788,0.1315521713293779
ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,IN0000737001,Manufacturing,2022,0.11136962200158076,0.1592359621866284
ALCOBREW DISTILLERIES INDIA LIMITED,2084.0,IN0000737001,Manufacturing,2023,0.06044351617379479,1.2457621840743962
ALKYL AMINES CHEMICALS LIMITED,2899.0,IN31181FI,Manufacturing,2017,0.16565155755643454,0.22664523038554885
ALKYL AMINES CHEMICALS LIMITED,2899.0,IN31181FI,Manufacturing,2018,0.16882478320920677,0.29363788729718054
ALKYL AMINES CHEMICALS LIMITED,2899.0,IN31181FI,Manufacturing,2019,0.23418916382944185,0.0763091475908475
ALKYL AMINES CHEMICALS LIMITED,2899.0,IN31181FI,Manufacturing,2020,0.3226849984665438,0.28100144994384335
ALKYL AMINES CHEMICALS LIMITED,2899.0,IN31181FI,Manufacturing,2021,0.18937469092313813,0.20457459655165167
ALKYL AMINES CHEMICALS LIMITED,2899.0,IN31181FI,Manufacturing,2022,0.18043829898499805,0.006533945414289644
ALKYL AMINES CHEMICALS LIMITED,2899.0,IN31181FI,Manufacturing,2023,0.1370428137411687,-0.15528575887987184
ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,IN0000723421,"Finance, Insurance, and Real Estate",2017,0.18329907612620933,0.3000149879850389
ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,IN0000723421,"Finance, Insurance, and Real Estate",2018,0.22974920358544115,0.2052204965530906
ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,IN0000723421,"Finance, Insurance, and Real Estate",2019,0.09071741819765353,-0.04883612988523045
ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,IN0000723421,"Finance, Insurance, and Real Estate",2020,0.30435077191671756,0.35636097505548414
ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,IN0000723421,"Finance, Insurance, and Real Estate",2021,0.31115743245393623,0.16961696428763373
ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,IN0000723421,"Finance, Insurance, and Real Estate",2022,0.26374811300409745,0.05448387826716816
ALLIANCE INSURANCE BROKERS PRIVATE LIMITED,6411.0,IN0000723421,"Finance, Insurance, and Real Estate",2023,0.2433030243615514,0.11962769620842773
ALLIED JB FRICTION PRIVATE LIMITED,3799.0,IN0001208264,Manufacturing,2017,0.10278515848223445,0.4245539501418627
ALLIED JB FRICTION PRIVATE LIMITED,3799.0,IN0001208264,Manufacturing,2018,0.1536043589589317,0.16872751663215402
ALLIED JB FRICTION PRIVATE LIMITED,3799.0,IN0001208264,Manufacturing,2019,0.16218878651267188,-0.04173328048677183
ALLIED JB FRICTION PRIVATE LIMITED,3799.0,IN0001208264,Manufacturing,2020,0.1800356115489397,-0.0787803142456287
ALLIED JB FRICTION PRIVATE LIMITED,3799.0,IN0001208264,Manufacturing,2021,0.19223737593623016,0.1453661835319502
ALLIED JB FRICTION PRIVATE LIMITED,3799.0,IN0001208264,Manufacturing,2022,0.20355966248829926,0.1890319484969898
ALLIED JB FRICTION PRIVATE LIMITED,3799.0,IN0001208264,Manufacturing,2023,0.2200295541513658,0.19151886877169577
ALPINE APPARELS PRIVATE LIMITED,3111.0,IN0000692935,Manufacturing,2017,0.0644120535837651,1.3110311051332837
ALPINE APPARELS PRIVATE LIMITED,3111.0,IN0000692935,Manufacturing,2018,0.057313682360574304,0.09203927604096451
ALPINE APPARELS PRIVATE LIMITED,3111.0,IN0000692935,Manufacturing,2019,0.0718736303581595,0.0628112746922096
ALPINE APPARELS PRIVATE LIMITED,3111.0,IN0000692935,Manufacturing,2020,0.07295471134224041,-0.2906522006951662
ALPINE APPARELS PRIVATE LIMITED,3111.0,IN0000692935,Manufacturing,2021,0.0912867843617213,0.5119736239114407
ALPINE APPARELS PRIVATE LIMITED,3111.0,IN0000692935,Manufacturing,2022,0.06945262844733659,-0.05286422330475926
ALPINE APPARELS PRIVATE LIMITED,3111.0,IN0000692935,Manufacturing,2023,0.07768363599375869,0.032911157836947647
ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,IN0015470454,Manufacturing,2017,0.05890380316125588,9.866800087987778
ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,IN0015470454,Manufacturing,2018,0.06166711149455965,2.487985853540112
ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,IN0015470454,Manufacturing,2019,0.056584736355039564,0.18516763893753407
ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,IN0015470454,Manufacturing,2020,0.0633432537052746,-0.1654771785791772
ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,IN0015470454,Manufacturing,2021,0.053114995761266534,0.42578125260051825
ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,IN0015470454,Manufacturing,2022,0.05317709222652836,-0.023076185644254288
ALPINE SPINWEAVE PRIVATE LIMITED,2269.0,IN0015470454,Manufacturing,2023,0.08393135556656858,-0.23827320999565194
ANDRITZ TECHNOLOGIES PRIVATE LIMITED,3559.0,IN0000948242,Manufacturing,2017,0.11231953875085254,0.3382633783169249
ANDRITZ TECHNOLOGIES PRIVATE LIMITED,3559.0,IN0000948242,Manufacturing,2018,0.13377314406848712,0.6606585481405551
ANDRITZ TECHNOLOGIES PRIVATE LIMITED,3559.0,IN0000948242,Manufacturing,2019,0.14413714742816505,-0.08081558023900715
ANDRITZ TECHNOLOGIES PRIVATE LIMITED,3559.0,IN0000948242,Manufacturing,2020,0.1753055192077095,0.8532481817720463
ANDRITZ TECHNOLOGIES PRIVATE LIMITED,3559.0,IN0000948242,Manufacturing,2021,0.12104637536114954,-0.05063039884052123
ANDRITZ TECHNOLOGIES PRIVATE LIMITED,3559.0,IN0000948242,Manufacturing,2022,0.1337446788003839,0.23350893825180208
ANDRITZ TECHNOLOGIES PRIVATE LIMITED,3559.0,IN0000948242,Manufacturing,2023,0.13249542236768122,0.09565465082109226
ANTON PAAR INDIA PRIVATE LIMITED,2678.0,IN0000900825,Manufacturing,2017,0.07760832586722854,0.1433851674141069
ANTON PAAR INDIA PRIVATE LIMITED,2678.0,IN0000900825,Manufacturing,2018,0.11238441368999609,0.21184549448117207
ANTON PAAR INDIA PRIVATE LIMITED,2678.0,IN0000900825,Manufacturing,2019,0.10818642597317374,0.11280200622786651
ANTON PAAR INDIA PRIVATE LIMITED,2678.0,IN0000900825,Manufacturing,2020,0.13057030251213825,0.04170721272565192
ANTON PAAR INDIA PRIVATE LIMITED,2678.0,IN0000900825,Manufacturing,2021,0.15462197112671325,0.2952593626118465
ANTON PAAR INDIA PRIVATE LIMITED,2678.0,IN0000900825,Manufacturing,2022,0.09158864775378964,-0.009711032157699195
ANTON PAAR INDIA PRIVATE LIMITED,2678.0,IN0000900825,Manufacturing,2023,0.13627349702078978,0.20815039241493283
ANUPAM RASAYAN INDIA LIMITED,2899.0,IN36061FI,Manufacturing,2017,0.17623898430979257,0.18134751158551654
ANUPAM RASAYAN INDIA LIMITED,2899.0,IN36061FI,Manufacturing,2018,0.16495827137252705,0.3920071967379377
ANUPAM RASAYAN INDIA LIMITED,2899.0,IN36061FI,Manufacturing,2019,0.22021120042595044,-0.03736408206489816
ANUPAM RASAYAN INDIA LIMITED,2899.0,IN36061FI,Manufacturing,2020,0.18922211876982112,0.5639747973524225
ANUPAM RASAYAN INDIA LIMITED,2899.0,IN36061FI,Manufacturing,2021,0.22820578720646256,0.2623659862512058
ANUPAM RASAYAN INDIA LIMITED,2899.0,IN36061FI,Manufacturing,2022,0.22740591723192916,0.3798285746340828
ANUPAM RASAYAN INDIA LIMITED,2899.0,IN36061FI,Manufacturing,2023,0.20542446187345004,-0.09370435194701254
APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),6531.0,IN0001308217,"Finance, Insurance, and Real Estate",2017,0.4040517837488954,0.22858472862826207
APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),6531.0,IN0001308217,"Finance, Insurance, and Real Estate",2018,0.46020751199841503,0.9833323527536777
APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),6531.0,IN0001308217,"Finance, Insurance, and Real Estate",2019,0.3403853447030909,0.01391206767685138
APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),6531.0,IN0001308217,"Finance, Insurance, and Real Estate",2020,0.39227751855590876,0.15989403529500135
APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),6531.0,IN0001308217,"Finance, Insurance, and Real Estate",2021,0.4351979926097018,1.0756454947970848
APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),6531.0,IN0001308217,"Finance, Insurance, and Real Estate",2022,0.39892947393098577,0.08708106075192568
APARNA INFRAHOUSING PRIVATE LIMITED (PART IX ),6531.0,IN0001308217,"Finance, Insurance, and Real Estate",2023,0.3751935375896985,0.049204107855918
APOLLO PIPES LIMITED,3089.0,IN31271FI,Manufacturing,2017,0.10243862153749234,0.19302491072584682
APOLLO PIPES LIMITED,3089.0,IN31271FI,Manufacturing,2018,0.08155831273759001,0.1826056426170608
APOLLO PIPES LIMITED,3089.0,IN31271FI,Manufacturing,2019,0.08317323799604764,0.0335245174937262
APOLLO PIPES LIMITED,3089.0,IN31271FI,Manufacturing,2020,0.10643966688632185,0.30205087534386443
APOLLO PIPES LIMITED,3089.0,IN31271FI,Manufacturing,2021,0.08471590813132085,0.46837684488612563
APOLLO PIPES LIMITED,3089.0,IN31271FI,Manufacturing,2022,0.045125524842547206,0.07890863024748374
APOLLO PIPES LIMITED,3089.0,IN31271FI,Manufacturing,2023,0.06834454829619839,0.06437511401193907
ARAVALI TECHNICAL SERVICES PRIVATE LIMITED,7389.0,IN0014384021,Services,2017,0.13881189823297208,322.6601142720212
ARAVALI TECHNICAL SERVICES PRIVATE LIMITED,7389.0,IN0014384021,Services,2018,0.11781213369677562,0.3892592885084796
