Name,SIC,BVD
SITA INFORMATION NETWORKING COMPUTING (INDIA) PRIVATE LIMITED,7375.0,IN0011664105
SKS FASTENERS LIMITED,3312.0,IN0005959111
SMC CORPORATION( INDIA) PRIVATE LIMITED,3491.0,IN0006006324
SOBHAGYA MERCANTILE LIMITED,3541.0,IN33708FI
SOLAS MARINE SERVICES PRIVATE LIMITED,7699.0,IN0006201883
SONATA SOFTWARE LIMITED,5045.0,IN30331FI
SPECIAL ENGG. SERVICES LTD,3559.0,IN0000258079
SPORTS AND LEISURE APPAREL LIMITED,2389.0,IN0006154518
SPRAY ENGINEERING DEVICES LIMITED,3564.0,IN0006394005
STAR DELTA TRANSFORMERS LIMITED,3612.0,IN34609FI
STARWOOD HOTELS & RESORTS INDIA PRIVATE LIMITED,7011.0,IN0011858405
STEINWEG SHARAF (INDIA) PRIVATE LIMITED,7375.0,IN0006254704
STERLING HOLIDAY RESORTS LIMITED,4724.0,IN0000296071
STERLING TOOLS LIMITED,3714.0,IN33002FI
STESALIT LIMITED,3799.0,IN0006286434
STG LABS INDIA PRIVATE LIMITED,7375.0,IN0006267025
STOCKHOLDING DOCUMENT MANAGEMENT SERVICES LIMITED,8742.0,IN0011078912
SUDHIR POWER LIMITED,7389.0,IN0000219064
SUDISA FOUNDRY PRIVATE LIMITED,3281.0,IN0006327592
SUJA SHOEI INDUSTRIES PRIVATE LIMITED,3069.0,IN0006344317
SUNMED HEALTH CARE PRIVATE LIMITED,7389.0,IN0016143303
SUPREME HOUSING FINANCE LIMITED,6019.0,IN0012433588
SUYOG ELECTRICALS LIMITED,3679.0,IN0009627171
SVAM TOYAL PACKAGING INDUSTRIES PRIVATE LIMITED,3312.0,IN0006401188
SWADESHI POLYTEX LIMITED,6531.0,IN34395FI
SWISS MILITARY CONSUMER GOODS LIMITED,5099.0,IN32052FI
SYNERGY MARITIME RECRUITMENT SERVICES PRIVATE LIMITED,7389.0,IN0012192731
SYSTEMAIR INDIA PRIVATE LIMITED,3559.0,IN0006497378
TABLETS (INDIA) LTD,2834.0,IN0005522533
TACO AIR INTERNATIONAL THERMAL SYSTEMS PRIVATE LIMITED,3564.0,IN0012426037
TAMILNADU MAGNESITE LIMITED,3312.0,IN0000255101
TATA AUTOCOMP HENDRICKSON SUSPENSIONS PRIVATE LIMITED,3562.0,IN0005523932
TATA CONSULTING ENGINEERS LIMITED,8712.0,IN0000229786
TATA ELXSI LIMITED,7373.0,IN30321FI
TATA FICOSA AUTOMOTIVE SYSTEMS PRIVATE LIMITED,3694.0,IN0000244521
TATA MOTORS INSURANCE BROKING AND ADVISORY SERVICES LIMITED,5013.0,IN0000277918
TATA POWER RENEWABLE ENERGY LIMITED,4911.0,IN0008921901
TATA SONS PRIVATE LIMITED,5813.0,IN0000021455
TATA TECHNOLOGIES LIMITED,7379.0,IN115752FI
TEKION INDIA PRIVATE LIMITED,7378.0,IN0015595493
TEREX INDIA PRIVATE LIMITED,5199.0,IN0000401136
THE INDIAN EXPRESS PRIVATE LIMITED,2711.0,IN0000229209
THE PHOENIX MILLS LIMITED,1629.0,IN31386FI
THE TATA POWER COMPANY LIMITED,4911.0,IN30045FI
THERMO CABLES LTD,3679.0,IN0005663321
TILAKNAGAR INDUSTRIES LTD,5813.0,IN32771FI
TINNA RUBBER AND INFRASTRUCTURE LIMITED,3069.0,IN34266FI
TIPS MUSIC LIMITED,3695.0,IN30740FI
TIRUPATI REELS PRIVATE LIMITED,2499.0,IN0014742041
TOSHIBA TRANSMISSION & DISTRIBUTION SYSTEMS (INDIA) PRIVATE LIMITED,3612.0,IN0013945516
TOYODA GOSEI SOUTH INDIA PRIVATE LIMITED,3011.0,IN0005642446
TOYOTA KIRLOSKAR AUTO PARTS PRIVATE LIMITED,3799.0,IN0000222558
TOYOTA LOGISTICS KISHOR INDIA PRIVATE LIMITED,4212.0,IN0011025376
TOYOTA MATERIAL HANDLING INDIA PRIVATE LIMITED,3559.0,IN0013004154
TPL PLASTECH LIMITED,2655.0,IN33869FI
TRAVEL DESIGNER INDIA PRIVATE LIMITED,4724.0,IN0005705961
TRELLEBORG INDIA PRIVATE LIMITED,3069.0,IN0005712638
TRENT LIMITED,5999.0,IN30407FI
TRESVISTA FINANCIAL SERVICES PRIVATE LIMITED,8742.0,IN0005725289
TRINITY TOUCH PRIVATE LIMITED,7389.0,IN0005743684
TRION PROPERTIES PRIVATE LIMITED,1629.0,IN0005745767
TRIPURA NATURAL GAS CO LTD,2999.0,IN0005751143
TRIVENI ALMIRAH PRIVATE LIMITED,3911.0,IN0005765174
TRL KROSAKI REFRACTORIES LIMITED,3251.0,IN0000219133
TUBE INVESTMENTS OF INDIA LIMITED,3317.0,IN72786FI
U P HOTELS LTD,7011.0,IN30259FI
UC INCLUSIVE CREDIT PRIVATE LIMITED,6019.0,IN0016129782
UNIQUE BIOTECH LIMITED,2833.0,IN0009579827
UNITED BREWERIES LIMITED,2082.0,IN30240FI
UNITOP CHEMICALS PRIVATE LIMITED,2869.0,IN0009563663
UNO MINDARIKA PRIVATE LIMITED,3711.0,IN0010823719
UTKAL ALUMINA INTERNATIONAL LIMITED,1099.0,IN0000279493
V 2 TECH VENTURES PRIVATE LIMITED,7389.0,IN0009230891
VADILAL INDUSTRIES LIMITED,2024.0,IN31851FI
VARUN BEVERAGES LIMITED,5182.0,IN117304FI
VIJAY TECHNNOCRATS PRIVATE LIMITED,3321.0,IN0005321788
VIJAYA PRODUCTIONS PRIVATE LIMITED,7999.0,IN0005324691
VILAS TRANSCORE LIMITED,3612.0,IN001576784IND
VIVA COMPOSITE PANEL PRIVATE LIMITED,3499.0,IN0010544635
VIVIFI INDIA FINANCE PRIVATE LIMITED,6019.0,IN0015543214
VOLKSWAGEN GROUP TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,7375.0,IN0015195503
VOLTAMP TRANSFORMERS LIMITED,3677.0,IN33430FI
VSL INDIA PRIVATE LIMITED,3398.0,IN0000022557
W.S. INDUSTRIES (INDIA) LIMITED,3699.0,IN31579FI
WAAREE RENEWABLE TECHNOLOGIES LIMITED,3612.0,IN113319FI
WARNER ELECTRONICS INDIA PRIVATE LIMITED,7389.0,IN0011390586
WATSON & CHALIN INDIA PRIVATE LIMITED,3799.0,IN0004965761
WELMADE LOCKING SYSTEMS PRIVATE LIMITED,3499.0,IN0004991643
WILLIAM GRANT AND SONS INDIA PRIVATE LIMITED,7389.0,IN0005020549
WOOD GROUP PSN INDIA PRIVATE LIMITED,1311.0,IN0012915182
WSP CONSULTANTS INDIA PRIVATE LIMITED,7371.0,IN0005076344
WWT INDIA PRIVATE LIMITED,7375.0,IN0012214019
YES SECURITIES (INDIA) LIMITED,7389.0,IN0014543142
YG CUTTING TOOLS CORPORATION PRIVATE LIMITED,3545.0,IN0004904142
ZF HERO CHASSIS SYSTEMS PRIVATE LIMITED,3714.0,IN0004862969
ZF INDIA PRIVATE LIMITED,3711.0,IN0004895721
ZYDUS TAKEDA HEALTHCARE PRIVATE LIMITED,2834.0,IN0004780435
