Name,SIC,BVD
SANKALP PAPER INDUSTRIES PRIVATE LIMITED,2621.0,IN0006056083
SAR HEALTH LINE PRIVATE LIMITED,8062.0,IN0011045441
SARNA CHEMICALS PRIVATE LIMITED,2834.0,IN0009602415
SATIA INDUSTRIES LIMITED,5111.0,IN117426FI
SAVE MICROFINANCE PRIVATE LIMITED,6019.0,IN0016213742
SAWAN ENGINEERS PRIVATE LIMITED,3312.0,IN0012849189
SAWANSUKHA JEWELLERS PVT LTD,5094.0,IN0012919766
SBI-SG GLOBAL SECURITIES SERVICES PRIVATE LIMITED,7389.0,IN0011652772
SCHOTT POONAWALLA PRIVATE LIMITED,3221.0,IN0005836713
SCORPIO MARINE MANAGEMENT (INDIA) PRIVATE LIMITED,4173.0,IN0005846136
SEEMANCHAL MOTORS PRIVATE LIMITED,5012.0,IN0005882833
SENSA CORE MEDICAL INSTRUMENTATION PRIVATE LIMITED,7389.0,IN0005903159
SERVICENOW SOFTWARE DEVELOPMENT INDIA PRIVATE LIMITED,7375.0,IN0011779424
SG HEAVY ENGINEERING LIMITED,3462.0,IN0005938445
SGS TEKNIKS MANUFACTURING PRIVATE LIMITED,3648.0,IN0005942633
SHANTINIKETAN PROPERTIES PRIVATE LIMITED,6531.0,IN0011078755
SHARDA CROPCHEM LIMITED,2899.0,IN114114FI
SHEKHAWATI GEOTECH PRIVATE LIMITED,2269.0,IN0012771807
SHIN-ETSU POLYMER INDIA PRIVATE LIMITED,3559.0,IN0013126521
SHIPRA COMMERCIAL PVT LTD,5085.0,IN0013262513
SHISH INDUSTRIES LIMITED,3089.0,IN117688FI
SHREE CEMENT LIMITED,3241.0,IN30363FI
SHRI BAJRANG POWER AND ISPAT LIMITED,3315.0,IN0011014103
SHRI BHAGWATI MACHINES PVT LTD,5085.0,IN0012884955
SHRI RAM FINANCE CORPORATION PRIVATE LIMITED,6021.0,IN0011008936
SHRUTI FASHIONS PRIVATE LIMITED,2281.0,IN0012737293
SIDWAL REFRIGERATION INDUSTRIES PRIVATE LIMITED,3564.0,IN0013530276
SIGMA ALDRICH CHEMICALS PRIVATE LIMITED,2813.0,IN0000401452
SIGNATURE INTERNATIONAL FOODS INDIA PRIVATE LIMITED,2099.0,IN0011362234
SIKKIM POWER TRANSMISSION LIMITED,4911.0,IN0000383584
SILVERTON PULP AND PAPERS PRIVATE LIMITED,2655.0,IN0012600781
SKG REFRACTORIES LIMITED,3241.0,IN0012810274
SOBHA LIMITED,6531.0,IN31487FI
SOFTGEL HEALTHCARE PRIVATE LIMITED,2834.0,IN0006047781
SOLAS MARINE SERVICES PRIVATE LIMITED,7699.0,IN0006201883
SPARSH AUTOMOBILES PRIVATE LIMITED,5511.0,IN0006103766
SPARSH BIO-TECH PRIVATE LIMITED,2834.0,IN0006103892
SPC LIFE SCIENCES LIMITED,2834.0,IN0006108089
SPECIALITY SINTERED PRODUCTS PRIVATE LIMITED,3714.0,IN0006111681
SREELEATHERS LTD,5139.0,IN34493FI
SRF LIMITED,2299.0,IN30723FI
SRI KAUVERY MEDICAL CARE (INDIA) LIMITED,8062.0,IN0013367727
STANDARD CHARTERED (INDIA) MODELING AND ANALYTICS CENTRE PRIVATE LIMITED,7389.0,IN0006164359
STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,6019.0,IN0005844689
STERLITE TECHNOLOGIES LIMITED,3357.0,IN30396FI
STIC ON PAPERS PRIVATE LIMITED,2652.0,IN0013157182
STYLAM INDUSTRIES LTD,2672.0,IN33041FI
SUBHASH SAREES & INDUSTRIES PRIVATE LIMITED,2281.0,IN0006454102
SUD CHEMIE INDIA PRIVATE LIMITED,2299.0,IN0001743517
SUMITOMO CHEMICAL INDIA LTD,2899.0,IN918732FI
SUN POLYTEX PRIVATE LIMITED,3089.0,IN0011488793
SUNITA COMMERCIALS P LTD,5169.0,IN0010951863
SUPARNA CHEMICALS LIMITED,2819.0,IN0011266763
SUPER ENGI-TECH PRIVATE LIMITED,3441.0,IN0012264042
SUPRIYA LIFESCIENCE LIMITED,2879.0,IN001576356IND
SUREPREP (INDIA) PRIVATE LIMITED,7371.0,IN0011694911
SUYOG ELECTRICALS LIMITED,3679.0,IN0009627171
SUYOG TELEMATICS LIMITED,4899.0,IN100350FI
SVASTI MICROFINANCE PRIVATE LIMITED,6141.0,IN0006402471
SWADESHI POLYTEX LIMITED,6531.0,IN34395FI
SYMEGA FOOD INGREDIENTS LIMITED,5141.0,IN0006494592
SYNGENE INTERNATIONAL LIMITED,2834.0,IN112349FI
SYNOPSYS (INDIA) EDA SOFTWARE PRIVATE LIMITED,7371.0,IN0006509652
TADIMETY AROMATICS PRIVATE LIMITED,2813.0,IN0005524571
TAGROS CHEMICALS INDIA PRIVATE LIMITED,2899.0,IN0000239779
TARA CHAND LOGISTIC SOLUTIONS LIMITED,7389.0,IN621270FI
TASTY BITE EATABLES LIMITED,2038.0,IN32864FI
TATA COMMUNICATIONS COLLABORATION SERVICES PRIVATE LIMITED,7375.0,IN0005053887
TATA MOTORS INSURANCE BROKING AND ADVISORY SERVICES LIMITED,5013.0,IN0000277918
TATA POWER RENEWABLE ENERGY LIMITED,4911.0,IN0008921901
TBO TEK LIMITED,4724.0,IN114936FI
TCNS CLOTHING CO. LIMITED,2387.0,IN001580674IND
TEAMLEASE FOUNDATION,8299.0,IN0005563102
TECHNO WAXCHEM PRIVATE LIMITED,3069.0,IN0005559277
TEKION INDIA PRIVATE LIMITED,7378.0,IN0015595493
TEMENOS INDIA PRIVATE LIMITED,3571.0,IN0000020799
TITAN COMPANY LIMITED,3873.0,IN30309FI
TORRENT POWER LIMITED,4931.0,IN31492FI
TOYOTSU BHARAT INTEGRATED SERVICES PRIVATE LIMITED,1623.0,IN0012112553
TRAVEL DESIGNER INDIA PRIVATE LIMITED,4724.0,IN0005705961
TRBEX IMPEX PRIVATE LIMITED,5085.0,IN0005709626
TRELLEBORG INDIA PRIVATE LIMITED,3069.0,IN0005712638
TRENT LIMITED,5999.0,IN30407FI
TRESVISTA FINANCIAL SERVICES PRIVATE LIMITED,8742.0,IN0005725289
TRINITY CYCLES INDIA PRIVATE LIMITED,7389.0,IN0015523066
TRIPURA NATURAL GAS CO LTD,2999.0,IN0005751143
TTEC INDIA CUSTOMER SOLUTIONS PRIVATE LIMITED,7371.0,IN0008453996
TUAMAN ENGINEERING LIMITED,8711.0,IN0005803261
TULSI PAPER MILLS PRIVATE LIMITED,2621.0,IN0020486423
TVM SIGNALLING AND TRANSPORTATION SYSTEMS PRIVATE LIMITED,7371.0,IN0005816477
UBISOFT ENTERTAINMENT INDIA PRIVATE LIMITED,7371.0,IN0005473588
UBS BUSINESS SOLUTIONS (INDIA) PRIVATE LIMITED,7389.0,IN0015276916
UC INCLUSIVE CREDIT PRIVATE LIMITED,6019.0,IN0016129782
ULTRA DENIM PRIVATE LIMITED,2211.0,IN0012773047
ULTRATECH CEMENT LIMITED,3241.0,IN30967FI
UNIFIED DATA- TECH SOLUTIONS PRIVATE LIMITED,5085.0,IN0009640468
UNIQUE FARMESTATE PRIVATE LIMITED,1629.0,IN0009617719
UNISOURCE PAPERS PRIVATE LIMITED,5085.0,IN0009601258
UNITED BREWERIES LIMITED,2082.0,IN30240FI
UNIVERSAL CABLES LIMITED,3699.0,IN31558FI
UNO MINDA LIMITED,3714.0,IN31496FI
UP MONEY LIMITED,6159.0,IN0006471715
V 2 TECH VENTURES PRIVATE LIMITED,7389.0,IN0009230891
V-MART RETAIL LIMITED,5999.0,IN40011FI
VANDERLANDE INDUSTRIES PRIVATE LIMITED,7371.0,IN0005126234
VANESA COSMETICS PRIVATE LIMITED,2834.0,IN0013746256
VARDHAMANGLOBAL SHARECOM PRIVATE LIMITED,6111.0,IN0012481915
VEDIC AND FUTURISTIC EDUTECH,8011.0,IN0005194934
VEERABHADRA EXPORTS PRIVATE LIMITED,912.0,IN0003804468
VEHERE INTERACTIVE PVT LTD,7375.0,IN0005213557
VERIFONE INDIA TECHNOLOGY PRIVATE LIMITED,7371.0,IN0005246007
VIJAY TECHNNOCRATS PRIVATE LIMITED,3321.0,IN0005321788
VIKAS TELECOM PRIVATE LIMITED,4899.0,IN0005336888
VIKRAN ENGINEERING PRIVATE LIMITED,7299.0,IN0014580181
VINOD TEXWORLD PRIVATE LIMITED,2399.0,IN0012787147
VIRCHOW BIOTECH PRIVATE LIMITED,2879.0,IN0013076196
VISAKHA CONTAINER TERMINAL PRIVATE LIMITED,7389.0,IN0005400926
VISTEX ASIA-PACIFIC PRIVATE LIMITED,7375.0,IN0010538934
VIVA COMPOSITE PANEL PRIVATE LIMITED,3499.0,IN0010544635
VIZAG TRANSMISSION LIMITED,4939.0,IN0010553011
VOLKSWAGEN GROUP TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,7375.0,IN0015195503
WEILBURGER COATINGS (INDIA) PRIVATE LIMITED,2851.0,IN0004978272
WEIR MINERALS (INDIA) PRIVATE LIMITED,7389.0,IN0004978355
WESTERN ANDHRA TOLLWAYS PRIVATE LIMITED,1611.0,IN0000263792
WESTERN U. P. POWER TRANSMISSION COMPANY LIMITED,4911.0,IN0005006679
WINGIFY SOFTWARE PRIVATE LIMITED,7371.0,IN0005040253
WIPRO LIMITED,7371.0,IN30183FI
WOOD GROUP PSN INDIA PRIVATE LIMITED,1311.0,IN0012915182
WSP CONSULTANTS INDIA PRIVATE LIMITED,7371.0,IN0005076344
XILINX INDIA TECHNOLOGY SERVICES PRIVATE LIMITED,7371.0,IN0004933266
YARDI SOFTWARE INDIA PRIVATE LIMITED,7375.0,IN0004843672
YOGAKSHEMAM LOANS LIMITED,6159.0,IN0004907797
ZODIAC ENERGY LIMITED,3612.0,IN496274FI
ZYDUS WELLNESS LTD,2099.0,IN33167FI
